maintenance_id,machine_id,timestamp,maintenance_type,duration_min
WO000472,M10B,2026-06-04 02:05:00,PM,21.9
WO000473,M23A,2026-05-08 09:58:00,PM,28.1
WO000474,M22A,2026-10-04 18:14:00,corrective,47.8
WO000475,M25B,2026-04-15 05:42:00,inspection,63.3
WO000476,M13A,2026-10-13 11:22:00,corrective,141.3
WO000477,M11A,2026-10-02 03:06:00,PM,28.6
WO000478,M18B,2026-08-20 05:59:00,corrective,50.7
WO000479,M05A,2026-01-23 05:27:00,corrective,38.7
WO000480,M19A,2026-03-02 14:59:00,calibration,45.5
WO000481,M24A,2026-10-03 22:55:00,corrective,12.5
WO000482,M15A,2026-04-09 02:04:00,PM,19.8
WO000483,M13B,2026-01-09 04:38:00,corrective,16.4
WO000484,M28B,2026-04-07 16:38:00,inspection,82.6
WO000485,M06A,2026-02-19 01:02:00,PM,73.5
WO000486,M06A,2026-05-05 17:10:00,PM,90.3
WO000487,M03A,2026-09-06 18:45:00,calibration,24.3
WO000488,M01A,2026-10-12 05:15:00,corrective,46.5
WO000489,M17A,2026-10-04 17:18:00,inspection,29.9
WO000490,M07A,2026-03-05 22:59:00,PM,34.4
WO000491,M24A,2026-08-29 12:53:00,corrective,110.1
WO000492,M01A,2026-10-25 21:47:00,calibration,64.5
WO000493,M20A,2026-06-12 22:27:00,PM,53.2
WO000494,M07A,2026-06-21 14:55:00,inspection,45.8
WO000495,M11A,2026-10-24 00:18:00,inspection,5.0
WO000496,M20B,2026-01-19 23:01:00,PM,35.5
WO000497,M03A,2026-05-17 02:56:00,corrective,18.8
WO000498,M01A,2026-08-23 13:04:00,corrective,5.6
WO000499,M25B,2026-05-13 15:21:00,corrective,79.0
WO000500,M10B,2026-02-19 04:59:00,corrective,162.1
WO000501,M08B,2026-09-28 19:00:00,PM,45.7
WO000502,M28B,2026-08-23 11:11:00,calibration,30.2
WO000503,M28B,2026-04-07 07:21:00,inspection,28.1
WO000504,M21B,2026-04-21 18:00:00,calibration,71.6
WO000505,M06A,2026-10-11 00:29:00,PM,142.6
WO000506,M24B,2026-02-16 08:24:00,PM,75.2
WO000507,M15B,2026-07-06 06:33:00,PM,20.9
WO000508,M19A,2026-09-07 21:25:00,inspection,160.8
WO000509,M09A,2026-06-16 18:44:00,corrective,11.2
WO000510,M08A,2026-04-19 18:57:00,PM,30.8
WO000511,M08B,2026-01-21 12:26:00,PM,103.5
WO000512,M16B,2026-09-21 20:15:00,PM,34.3
WO000513,M10A,2026-06-01 10:00:00,PM,9.4
WO000514,M03B,2026-05-14 20:55:00,PM,51.8
WO000515,M16B,2026-01-15 12:17:00,corrective,20.7
WO000516,M18B,2026-06-11 14:33:00,corrective,85.6
WO000517,M20A,2026-02-03 08:59:00,PM,60.9
WO000518,M09B,2026-07-02 21:53:00,inspection,111.9
WO000519,M12B,2026-06-12 07:38:00,PM,51.7
WO000520,M25B,2026-02-08 08:11:00,PM,58.5
WO000521,M01B,2026-02-02 05:27:00,calibration,18.2
WO000522,M08A,2026-10-07 09:01:00,corrective,36.0
WO000523,M20B,2026-06-29 12:49:00,PM,53.0
WO000524,M08A,2026-07-04 15:22:00,PM,140.6
WO000525,M27B,2026-06-03 18:11:00,PM,35.0
WO000526,M14A,2026-03-17 06:53:00,corrective,95.7
WO000527,M02A,2026-04-25 12:14:00,corrective,36.5
WO000528,M15A,2026-03-28 14:46:00,calibration,83.4
WO000529,M07A,2026-03-25 02:10:00,PM,49.4
WO000530,M12A,2026-09-11 12:29:00,PM,24.5
WO000531,M21B,2026-03-28 23:41:00,calibration,49.8
WO000532,M25B,2026-10-08 06:25:00,PM,37.1
WO000533,M04B,2026-06-24 01:58:00,PM,26.1
WO000534,M01B,2026-10-24 01:08:00,PM,66.2
WO000535,M02B,2026-10-14 15:59:00,PM,46.6
WO000536,M04B,2026-07-12 14:42:00,PM,57.2
WO000537,M22A,2026-10-23 17:59:00,inspection,36.3
WO000538,M25A,2026-01-29 10:42:00,inspection,53.1
WO000539,M24B,2026-04-16 19:04:00,corrective,97.8
WO000540,M18A,2026-02-08 17:19:00,calibration,149.9
WO000541,M06A,2026-03-03 16:58:00,PM,93.6
WO000542,M23B,2026-07-07 09:11:00,PM,46.9
WO000543,M07B,2026-01-14 08:02:00,corrective,43.8
WO000544,M26A,2026-05-03 17:41:00,corrective,58.3
WO000545,M02B,2026-01-19 02:08:00,calibration,30.3
WO000546,M11A,2026-01-09 16:41:00,PM,30.1
WO000547,M26B,2026-03-09 21:34:00,corrective,42.1
WO000548,M20B,2026-03-16 11:58:00,corrective,52.2
WO000549,M21A,2026-04-09 10:23:00,corrective,23.3
WO000550,M17A,2026-06-16 06:02:00,calibration,45.4
WO000551,M09B,2026-07-01 06:26:00,calibration,106.9
WO000552,M19B,2026-10-04 03:09:00,corrective,61.1
WO000553,M08B,2026-03-06 21:24:00,PM,108.2
WO000554,M10A,2026-01-02 07:26:00,inspection,186.8
WO000555,M07A,2026-06-23 03:10:00,inspection,54.9
WO000556,M12A,2026-10-07 12:36:00,calibration,77.6
WO000557,M13B,2026-08-21 14:49:00,PM,39.2
WO000558,M09A,2026-07-13 09:13:00,corrective,61.8
WO000559,M10B,2026-09-16 23:29:00,corrective,87.6
WO000560,M15A,2026-09-17 11:37:00,PM,53.0
WO000561,M24B,2026-03-10 12:20:00,inspection,33.0
WO000562,M16A,2026-06-14 04:39:00,corrective,73.1
WO000563,M12A,2026-08-10 08:52:00,inspection,70.2
WO000564,M11A,2026-04-08 05:54:00,PM,47.0
WO000565,M07A,2026-03-25 12:10:00,corrective,83.1
WO000566,M27B,2026-06-18 19:01:00,PM,74.3
WO000567,M16A,2026-09-29 09:15:00,PM,64.0
WO000568,M05B,2026-06-14 22:28:00,corrective,59.0
WO000569,M22B,2026-01-20 00:38:00,PM,41.5
WO000570,M06A,2026-08-20 17:36:00,corrective,27.7
WO000571,M21B,2026-10-16 11:05:00,PM,7.9
WO000572,M02B,2026-05-03 17:30:00,corrective,40.9
WO000573,M21B,2026-07-14 19:38:00,corrective,68.7
WO000574,M06A,2026-08-15 00:12:00,PM,72.3
WO000575,M25A,2026-02-02 01:33:00,PM,65.8
WO000576,M18B,2026-07-22 04:31:00,PM,46.0
WO000577,M12A,2026-07-22 23:13:00,PM,124.6
WO000578,M21A,2026-03-06 23:53:00,PM,116.7
WO000579,M26A,2026-03-12 00:24:00,PM,113.3
WO000580,M10A,2026-06-08 21:13:00,PM,141.9
WO000581,M08A,2026-01-26 15:26:00,corrective,18.2
WO000582,M18A,2026-07-14 04:15:00,corrective,72.7
WO000583,M20A,2026-09-16 12:09:00,corrective,23.7
WO000584,M14B,2026-01-13 03:25:00,PM,104.8
WO000585,M01A,2026-06-02 13:41:00,corrective,48.0
WO000586,M07B,2026-02-26 09:43:00,inspection,9.4
WO000587,M17A,2026-05-13 09:14:00,PM,18.7
WO000588,M21B,2026-03-17 03:20:00,calibration,50.9
WO000589,M23B,2026-06-15 04:35:00,inspection,9.3
WO000590,M22B,2026-05-29 04:09:00,PM,59.1
WO000591,M26B,2026-09-20 00:44:00,corrective,14.5
WO000592,M26A,2026-06-23 00:47:00,corrective,26.9
WO000593,M19A,2026-05-05 07:26:00,calibration,55.0
WO000594,M26B,2026-08-19 12:45:00,corrective,101.2
WO000595,M26B,2026-05-09 06:32:00,PM,7.8
WO000596,M17B,2026-03-23 22:30:00,PM,234.1
WO000597,M08B,2026-09-25 20:00:00,corrective,37.4
WO000598,M07A,2026-07-19 13:18:00,calibration,85.6
WO000599,M28A,2026-03-11 02:39:00,PM,33.8
WO000600,M16A,2026-07-11 07:05:00,corrective,111.6
WO000601,M28A,2026-05-26 15:47:00,PM,19.0
WO000602,M19B,2026-06-23 18:35:00,PM,52.0
WO000603,M07A,2026-01-24 23:22:00,inspection,43.4
WO000604,M11B,2026-06-14 06:32:00,corrective,37.1
WO000605,M28A,2026-07-03 00:37:00,corrective,10.2
WO000606,M11B,2026-05-22 00:17:00,inspection,38.9
WO000607,M28A,2026-01-26 10:27:00,calibration,129.1
WO000608,M10A,2026-10-20 00:21:00,corrective,102.0
WO000609,M16B,2026-08-14 19:23:00,PM,69.1
WO000610,M23B,2026-05-01 18:33:00,corrective,103.7
WO000611,M04A,2026-07-17 06:01:00,PM,30.9
WO000612,M20A,2026-04-25 07:05:00,calibration,26.0
WO000613,M20B,2026-10-06 10:22:00,corrective,92.8
WO000614,M24B,2026-03-14 17:43:00,inspection,28.8
WO000615,M08A,2026-10-05 19:50:00,corrective,87.6
WO000616,M11A,2026-06-17 23:22:00,inspection,151.0
WO000617,M23A,2026-03-22 16:49:00,PM,91.4
WO000618,M12A,2026-05-01 12:34:00,corrective,8.4
WO000619,M26A,2026-02-06 06:46:00,calibration,21.5
WO000620,M19B,2026-09-23 20:51:00,corrective,149.2
WO000621,M17A,2026-06-22 05:47:00,corrective,61.7
WO000622,M03A,2026-01-23 08:25:00,PM,116.7
WO000623,M04B,2026-01-19 01:05:00,PM,77.2
WO000624,M08A,2026-05-28 12:19:00,corrective,88.5
WO000625,M06B,2026-01-05 06:04:00,calibration,33.7
WO000626,M01A,2026-08-06 12:42:00,inspection,89.6
WO000627,M11B,2026-09-28 14:23:00,corrective,85.9
WO000628,M07B,2026-01-29 05:17:00,corrective,42.8
WO000629,M03A,2026-06-20 09:20:00,corrective,25.4
WO000630,M09B,2026-03-11 03:39:00,inspection,78.4
WO000631,M16B,2026-07-21 05:00:00,PM,23.9
WO000632,M28A,2026-10-02 16:36:00,PM,35.5
WO000633,M21B,2026-05-20 23:53:00,PM,43.1
WO000634,M16A,2026-06-13 04:34:00,corrective,34.9
WO000635,M13A,2026-04-29 17:14:00,PM,106.8
WO000636,M07B,2026-01-25 23:18:00,PM,92.0
WO000637,M23B,2026-07-25 13:50:00,PM,135.2
WO000638,M02A,2026-08-09 03:07:00,PM,10.5
WO000639,M28B,2026-06-04 11:05:00,PM,24.9
WO000640,M04A,2026-08-03 12:49:00,inspection,30.1
WO000641,M23A,2026-07-10 21:17:00,calibration,57.0
WO000642,M11B,2026-08-28 02:18:00,inspection,46.9
WO000643,M03A,2026-09-10 09:30:00,PM,32.4
WO000644,M12B,2026-07-19 18:36:00,PM,44.6
WO000645,M27B,2026-05-29 22:41:00,calibration,77.0
WO000646,M22B,2026-04-25 02:16:00,inspection,6.8
WO000647,M06B,2026-02-11 21:28:00,PM,153.3
WO000648,M05B,2026-02-08 09:47:00,calibration,89.5
WO000649,M07B,2026-04-14 07:20:00,corrective,11.0
WO000650,M06A,2026-05-22 00:42:00,calibration,53.8
WO000651,M25B,2026-04-11 12:10:00,corrective,81.4
WO000652,M24B,2026-08-22 00:22:00,corrective,5.0
WO000653,M06B,2026-10-19 10:22:00,corrective,31.6
WO000654,M09A,2026-09-03 10:54:00,calibration,160.8
WO000655,M16A,2026-10-22 08:16:00,PM,22.1
WO000656,M28A,2026-04-10 05:18:00,corrective,70.4
WO000657,M23A,2026-02-08 20:06:00,PM,78.7
WO000658,M23B,2026-07-14 10:25:00,corrective,43.7
WO000659,M09A,2026-03-27 19:46:00,PM,72.0
WO000660,M02B,2026-02-11 00:29:00,inspection,47.7
WO000661,M15B,2026-03-04 15:18:00,PM,37.2
WO000662,M28A,2026-03-30 07:11:00,calibration,67.9
WO000663,M26A,2026-02-11 14:30:00,inspection,80.6
WO000664,M20B,2026-02-14 10:26:00,PM,14.7
WO000665,M03B,2026-02-27 23:59:00,PM,12.2
WO000666,M18B,2026-01-10 09:56:00,corrective,5.0
WO000667,M24A,2026-07-09 19:32:00,inspection,43.0
WO000668,M24A,2026-07-19 15:25:00,PM,51.5
WO000669,M19A,2026-03-20 04:02:00,PM,5.0
WO000670,M26A,2026-08-30 19:36:00,PM,90.9
WO000671,M27B,2026-07-04 08:16:00,PM,136.0
WO000672,M04B,2026-03-16 03:49:00,corrective,46.9
WO000673,M23A,2026-10-27 12:47:00,corrective,128.0
WO000674,M23B,2026-10-20 21:31:00,PM,88.5
WO000675,M24B,2026-06-25 01:56:00,corrective,102.1
WO000676,M04A,2026-05-05 16:15:00,inspection,76.7
WO000677,M15B,2026-06-15 06:04:00,PM,144.5
WO000678,M20A,2026-08-31 03:19:00,inspection,33.2
WO000679,M26B,2026-07-07 22:44:00,inspection,150.3
WO000680,M07A,2026-01-13 07:02:00,corrective,84.1
WO000681,M15B,2026-02-19 07:11:00,corrective,25.0
WO000682,M25A,2026-04-30 18:18:00,PM,34.9
WO000683,M23B,2026-08-06 06:46:00,corrective,53.3
WO000684,M26B,2026-02-12 16:33:00,inspection,96.0
WO000685,M09A,2026-07-03 19:05:00,corrective,5.0
WO000686,M18B,2026-10-03 04:48:00,calibration,63.6
WO000687,M02A,2026-08-17 02:53:00,corrective,32.0
WO000688,M05B,2026-04-19 02:54:00,PM,59.3
WO000689,M19A,2026-01-17 18:31:00,inspection,16.1
WO000690,M22B,2026-03-01 21:33:00,corrective,59.9
WO000691,M04A,2026-05-11 14:13:00,calibration,122.0
WO000692,M02B,2026-10-02 13:09:00,corrective,33.8
WO000693,M24B,2026-02-21 10:15:00,corrective,30.5
WO000694,M14A,2026-06-17 05:20:00,PM,75.2
WO000695,M02B,2026-02-19 03:52:00,calibration,52.3
WO000696,M13B,2026-07-19 16:27:00,calibration,61.5
WO000697,M27B,2026-08-13 02:03:00,PM,134.8
WO000698,M27A,2026-05-15 18:17:00,PM,46.7
WO000699,M18A,2026-02-03 03:55:00,calibration,10.9
WO000700,M02A,2026-09-18 10:14:00,calibration,19.7
WO000701,M10A,2026-04-20 10:17:00,PM,146.1
WO000702,M27A,2026-10-14 10:08:00,calibration,65.5
WO000703,M02A,2026-04-27 21:11:00,PM,23.7
WO000704,M27B,2026-08-09 10:47:00,calibration,35.7
WO000705,M09A,2026-10-09 07:22:00,inspection,96.1
WO000706,M03B,2026-05-16 10:23:00,PM,58.0
WO000707,M26A,2026-09-25 08:27:00,inspection,66.8
WO000708,M26A,2026-04-26 20:44:00,PM,56.9
WO000709,M06B,2026-03-21 08:20:00,PM,27.3
WO000710,M19A,2026-01-15 18:08:00,PM,29.6
WO000711,M02B,2026-02-26 10:20:00,PM,28.5
WO000712,M11B,2026-01-12 00:15:00,PM,100.7
WO000713,M10B,2026-10-07 12:48:00,inspection,111.3
WO000714,M16A,2026-02-07 01:28:00,PM,137.1
WO000715,M11B,2026-01-21 17:22:00,PM,15.8
WO000716,M09A,2026-09-13 20:13:00,PM,129.2
WO000717,M24A,2026-03-04 09:12:00,PM,9.7
WO000718,M21A,2026-10-10 21:41:00,PM,62.6
WO000719,M23A,2026-09-04 07:22:00,inspection,38.7
WO000720,M25B,2026-10-25 06:39:00,PM,61.7
WO000721,M23B,2026-06-06 00:25:00,corrective,175.2
WO000722,M23A,2026-10-05 00:30:00,PM,104.4
WO000723,M26A,2026-06-12 12:51:00,PM,65.2
WO000724,M10A,2026-10-26 05:47:00,PM,28.9
WO000725,M01B,2026-01-12 12:52:00,corrective,83.8
WO000726,M18A,2026-10-10 16:48:00,inspection,67.6
WO000727,M20A,2026-04-01 19:53:00,PM,88.8
WO000728,M15A,2026-02-08 19:59:00,PM,73.2
WO000729,M09B,2026-08-02 21:26:00,calibration,58.2
WO000730,M11A,2026-09-28 00:11:00,inspection,72.7
WO000731,M24B,2026-05-31 17:52:00,PM,60.5
WO000732,M17B,2026-04-28 00:37:00,PM,174.9
WO000733,M12A,2026-04-14 07:09:00,inspection,5.0
WO000734,M19A,2026-07-14 15:43:00,corrective,5.0
WO000735,M24A,2026-09-23 00:47:00,inspection,176.7
WO000736,M07B,2026-08-08 17:48:00,inspection,155.7
WO000737,M04B,2026-05-19 07:53:00,inspection,20.0
WO000738,M04B,2026-06-21 11:08:00,calibration,37.5
WO000739,M22B,2026-10-19 11:50:00,corrective,80.3
WO000740,M25A,2026-04-26 23:15:00,calibration,35.6
WO000741,M20A,2026-02-01 14:20:00,PM,16.5
WO000742,M25B,2026-02-16 01:26:00,PM,39.1
WO000743,M08B,2026-04-23 00:26:00,corrective,81.9
WO000744,M03B,2026-07-14 23:19:00,PM,28.4
WO000745,M09A,2026-08-16 11:05:00,calibration,83.6
WO000746,M20B,2026-05-10 20:31:00,corrective,24.4
WO000747,M16A,2026-01-16 06:56:00,inspection,69.3
WO000748,M20B,2026-10-01 15:56:00,PM,60.1
WO000749,M04B,2026-10-12 02:46:00,inspection,41.6
WO000750,M20A,2026-08-03 03:57:00,PM,35.0
WO000751,M24A,2026-03-21 09:40:00,PM,107.1
WO000752,M07B,2026-03-19 16:44:00,calibration,73.4
WO000753,M19B,2026-09-11 05:43:00,inspection,60.5
WO000754,M06A,2026-03-04 08:48:00,calibration,24.0
WO000755,M19A,2026-07-25 03:19:00,corrective,78.7
WO000756,M01A,2026-03-19 16:34:00,corrective,83.3
WO000757,M23B,2026-01-29 16:17:00,PM,17.6
WO000758,M07A,2026-08-19 22:47:00,corrective,60.0
WO000759,M10B,2026-01-18 14:44:00,corrective,64.4
WO000760,M16B,2026-03-08 08:39:00,PM,201.7
WO000761,M18B,2026-06-18 18:03:00,PM,42.7
WO000762,M05A,2026-07-02 09:44:00,PM,56.0
WO000763,M19B,2026-08-18 01:57:00,calibration,106.6
WO000764,M25B,2026-09-18 03:41:00,corrective,8.6
WO000765,M13B,2026-07-17 17:26:00,PM,92.2
WO000766,M02B,2026-10-13 02:13:00,PM,40.2
WO000767,M27A,2026-04-06 07:30:00,PM,199.4
WO000768,M25A,2026-04-28 08:13:00,calibration,103.9
WO000769,M23B,2026-01-04 16:22:00,PM,97.4
WO000770,M03A,2026-01-12 12:05:00,PM,26.9
WO000771,M03B,2026-03-16 07:54:00,calibration,95.0
WO000772,M04B,2026-06-07 02:51:00,corrective,82.8
WO000773,M06A,2026-05-09 00:57:00,PM,49.3
WO000774,M13B,2026-07-23 01:10:00,PM,79.5
WO000775,M13B,2026-08-23 11:19:00,calibration,37.3
WO000776,M01B,2026-02-13 00:10:00,PM,42.3
WO000777,M23A,2026-04-29 01:02:00,corrective,36.1
WO000778,M14B,2026-05-26 05:57:00,corrective,23.8
WO000779,M07B,2026-09-01 21:37:00,corrective,13.9
WO000780,M19B,2026-08-09 14:21:00,corrective,26.0
WO000781,M19B,2026-03-08 12:20:00,calibration,23.2
WO000782,M08A,2026-10-04 06:28:00,PM,107.5
WO000783,M06B,2026-09-09 21:42:00,PM,58.1
WO000784,M13B,2026-02-21 04:37:00,PM,32.2
WO000785,M23B,2026-07-24 21:47:00,inspection,23.9
WO000786,M21A,2026-05-24 09:51:00,PM,72.6
WO000787,M20A,2026-03-21 04:50:00,PM,64.9
WO000788,M06A,2026-10-24 13:26:00,corrective,64.8
WO000789,M08B,2026-02-22 03:52:00,corrective,41.2
WO000790,M23A,2026-03-23 13:38:00,inspection,31.2
WO000791,M05A,2026-03-27 04:03:00,corrective,75.8
WO000792,M02B,2026-02-27 00:02:00,PM,8.9
WO000793,M24A,2026-05-21 02:17:00,inspection,35.0
WO000794,M12B,2026-04-17 12:10:00,inspection,73.1
WO000795,M15A,2026-01-30 07:21:00,PM,34.3
WO000796,M01A,2026-08-04 22:19:00,calibration,95.3
WO000797,M25A,2026-09-23 02:20:00,calibration,21.8
WO000798,M28A,2026-07-03 20:42:00,PM,69.7
WO000799,M07B,2026-06-20 19:17:00,calibration,43.8
WO000800,M17B,2026-04-06 23:04:00,PM,28.5
WO000801,M27A,2026-01-29 00:41:00,PM,32.6
WO000802,M09A,2026-03-09 04:40:00,corrective,17.6
WO000803,M22A,2026-05-17 08:48:00,corrective,30.5
WO000804,M13A,2026-04-27 07:59:00,PM,47.5
WO000805,M22A,2026-01-22 22:13:00,calibration,92.9
WO000806,M06A,2026-02-13 15:05:00,corrective,24.0
WO000807,M18A,2026-07-31 16:42:00,PM,83.5
WO000808,M11B,2026-02-12 15:53:00,PM,85.5
WO000809,M12B,2026-10-01 19:55:00,corrective,56.8
WO000810,M14A,2026-07-07 08:33:00,calibration,80.1
WO000811,M07A,2026-05-25 16:42:00,calibration,61.0
WO000812,M11A,2026-09-01 06:31:00,PM,92.5
WO000813,M02B,2026-02-26 21:03:00,calibration,23.1
WO000814,M16A,2026-01-06 12:23:00,PM,11.9
WO000815,M21B,2026-01-15 05:25:00,PM,95.9
WO000816,M25A,2026-04-07 16:51:00,PM,47.9
WO000817,M20B,2026-06-15 06:02:00,PM,47.6
WO000818,M28B,2026-05-16 01:49:00,PM,68.4
WO000819,M08A,2026-01-19 03:36:00,inspection,44.1
WO000820,M12B,2026-10-24 01:32:00,PM,14.0
WO000821,M12A,2026-08-22 00:17:00,calibration,175.4
WO000822,M28B,2026-06-28 16:38:00,corrective,47.3
WO000823,M20B,2026-09-01 03:59:00,PM,37.8
WO000824,M10B,2026-02-24 18:40:00,PM,99.9
WO000825,M03B,2026-01-05 12:48:00,corrective,160.8
WO000826,M02A,2026-07-04 20:18:00,PM,96.1
WO000827,M09B,2026-01-15 10:43:00,PM,119.9
WO000828,M25B,2026-03-16 02:52:00,corrective,50.8
WO000829,M18B,2026-06-05 01:52:00,calibration,14.2
WO000830,M08B,2026-05-24 13:22:00,corrective,21.4
WO000831,M18A,2026-03-24 11:42:00,PM,21.3
WO000832,M07A,2026-07-16 20:37:00,PM,36.6
WO000833,M03A,2026-09-17 15:45:00,PM,56.5
WO000834,M27B,2026-02-04 19:32:00,corrective,16.5
WO000835,M05B,2026-08-21 14:33:00,corrective,68.5
WO000836,M09A,2026-04-08 12:45:00,calibration,124.3
WO000837,M17B,2026-01-23 21:50:00,corrective,43.4
WO000838,M26B,2026-01-29 13:23:00,PM,86.3
WO000839,M05B,2026-05-22 02:24:00,calibration,85.6
WO000840,M10B,2026-03-22 07:08:00,calibration,112.5
WO000841,M22B,2026-08-07 06:33:00,corrective,52.6
WO000842,M02A,2026-02-23 09:57:00,corrective,42.5
WO000843,M21B,2026-09-01 02:47:00,PM,31.5
WO000844,M03B,2026-03-22 16:42:00,inspection,72.1
WO000845,M10A,2026-09-07 16:54:00,calibration,146.1
WO000846,M01A,2026-08-01 03:18:00,PM,57.6
WO000847,M09B,2026-06-17 01:44:00,PM,17.0
WO000848,M21A,2026-06-26 09:41:00,PM,110.9
WO000849,M20A,2026-03-06 07:32:00,inspection,88.1
WO000850,M02A,2026-06-07 21:33:00,PM,43.1
WO000851,M11B,2026-06-28 13:47:00,corrective,65.6
WO000852,M02A,2026-01-18 21:51:00,calibration,19.1
WO000853,M21B,2026-01-29 08:39:00,inspection,31.7
WO000854,M12A,2026-01-28 11:02:00,corrective,18.8
WO000855,M07A,2026-02-15 20:44:00,corrective,50.2
WO000856,M12A,2026-06-14 14:32:00,PM,8.3
WO000857,M23B,2026-07-22 18:53:00,inspection,94.2
WO000858,M25A,2026-04-11 17:37:00,PM,30.1
WO000859,M12B,2026-07-08 15:00:00,PM,45.6
WO000860,M03A,2026-10-14 19:32:00,corrective,139.0
WO000861,M07B,2026-05-18 04:55:00,inspection,72.8
WO000862,M10B,2026-07-30 18:55:00,PM,35.6
WO000863,M16B,2026-10-20 17:27:00,calibration,120.8
WO000864,M04B,2026-01-19 23:25:00,PM,104.4
WO000865,M21B,2026-05-29 00:43:00,calibration,68.0
WO000866,M24A,2026-08-22 07:59:00,PM,49.0
WO000867,M27A,2026-07-30 11:46:00,calibration,28.0
WO000868,M09A,2026-07-21 21:57:00,inspection,56.4
WO000869,M24B,2026-08-02 19:56:00,PM,82.3
WO000870,M07A,2026-09-28 08:57:00,corrective,15.8
WO000871,M15B,2026-07-30 02:50:00,PM,44.9
WO000872,M21B,2026-04-02 09:41:00,PM,171.8
WO000873,M19A,2026-08-27 09:04:00,calibration,62.2
WO000874,M21A,2026-06-18 03:33:00,calibration,20.5
WO000875,M18B,2026-01-26 10:51:00,PM,31.8
WO000876,M13A,2026-06-11 23:03:00,calibration,42.1
WO000877,M05A,2026-01-20 11:11:00,inspection,103.9
WO000878,M21A,2026-08-15 12:06:00,corrective,18.2
WO000879,M28A,2026-07-31 02:42:00,inspection,44.3
WO000880,M21A,2026-02-13 21:03:00,PM,17.7
WO000881,M07B,2026-10-09 13:32:00,PM,33.5
WO000882,M01B,2026-02-03 20:58:00,PM,73.9
WO000883,M07A,2026-09-23 16:15:00,inspection,138.8
WO000884,M28B,2026-02-16 11:20:00,corrective,11.4
WO000885,M15B,2026-07-20 11:53:00,PM,26.3
WO000886,M20B,2026-04-21 18:48:00,inspection,146.7
WO000887,M19B,2026-08-15 13:27:00,corrective,45.8
WO000888,M04B,2026-08-14 11:00:00,corrective,33.3
WO000889,M22B,2026-02-15 00:17:00,PM,75.9
WO000890,M28B,2026-02-05 07:19:00,PM,16.4
WO000891,M10A,2026-08-30 03:37:00,inspection,29.2
WO000892,M19B,2026-04-30 09:55:00,inspection,61.8
WO000893,M15A,2026-04-08 14:57:00,PM,74.0
WO000894,M09B,2026-01-11 03:51:00,calibration,71.3
WO000895,M21A,2026-09-17 14:48:00,corrective,40.9
WO000896,M04B,2026-03-10 10:51:00,corrective,57.4
WO000897,M22A,2026-07-11 17:19:00,calibration,158.0
WO000898,M22A,2026-01-12 15:13:00,PM,107.5
WO000899,M25A,2026-09-12 18:29:00,PM,44.2
WO000900,M02B,2026-05-21 11:59:00,calibration,56.7
WO000901,M20B,2026-01-14 01:22:00,PM,59.8
WO000902,M03B,2026-01-21 07:14:00,corrective,31.5
WO000903,M25A,2026-05-29 00:12:00,corrective,126.7
WO000904,M07B,2026-05-06 21:33:00,calibration,130.9
WO000905,M01B,2026-01-08 21:19:00,PM,66.9
WO000906,M25B,2026-08-28 20:33:00,PM,51.5
WO000907,M27A,2026-08-08 02:29:00,PM,50.4
WO000908,M09A,2026-06-01 03:46:00,corrective,16.3
WO000909,M13B,2026-09-20 05:50:00,PM,77.7
WO000910,M11B,2026-02-16 04:42:00,corrective,85.4
WO000911,M09A,2026-07-01 14:34:00,PM,76.7
WO000912,M06B,2026-01-02 09:52:00,PM,19.9
WO000913,M24B,2026-02-04 21:28:00,PM,14.4
WO000914,M02A,2026-02-13 10:41:00,PM,36.5
WO000915,M09B,2026-07-09 08:04:00,PM,115.7
WO000916,M07B,2026-05-31 23:18:00,corrective,49.8
WO000917,M24B,2026-01-26 13:39:00,corrective,153.4
WO000918,M16A,2026-10-24 06:30:00,PM,5.3
WO000919,M02A,2026-06-16 03:08:00,PM,22.1
WO000920,M28A,2026-01-07 07:27:00,calibration,82.9
WO000921,M20B,2026-02-15 08:19:00,corrective,40.9
WO000922,M05B,2026-04-03 19:10:00,inspection,133.3
WO000923,M15A,2026-07-17 21:01:00,calibration,118.5
WO000924,M27A,2026-06-05 20:11:00,PM,139.8
WO000925,M23A,2026-04-25 22:31:00,PM,40.1
WO000926,M27B,2026-01-20 05:21:00,PM,29.2
WO000927,M27A,2026-09-10 18:31:00,inspection,62.3
WO000928,M06A,2026-04-23 12:54:00,inspection,131.3
WO000929,M21B,2026-08-17 22:21:00,corrective,59.8
WO000930,M22B,2026-10-13 11:09:00,calibration,96.5
WO000931,M20B,2026-03-29 20:11:00,PM,14.4
WO000932,M22B,2026-09-11 13:08:00,inspection,48.2
WO000933,M06A,2026-10-25 18:07:00,calibration,145.8
WO000934,M21A,2026-04-20 04:18:00,calibration,15.9
WO000935,M08A,2026-09-13 09:46:00,inspection,65.6
WO000936,M13A,2026-10-08 17:58:00,inspection,28.0
WO000937,M05B,2026-05-16 10:25:00,PM,113.4
WO000938,M01B,2026-06-23 07:02:00,corrective,74.9
WO000939,M06B,2026-08-30 05:29:00,inspection,14.5
WO000940,M17B,2026-06-06 03:27:00,PM,29.6
WO000941,M24A,2026-10-07 21:22:00,corrective,20.2
WO000942,M02B,2026-09-14 09:26:00,inspection,24.1
WO000943,M26A,2026-07-14 06:46:00,corrective,51.7
